tpr_5pct,auroc,auprc,using_official,num_permutations,n_pos,n_total,fold,phase2_iters,phase2_eff_batch
0.4074594017094017,0.8217216199073235,0.17495094590913426,True,10000,1638,73236,3,24000,32
