epoch,train_loss,val_auc,val_auprc,val_f1,challenge_score,lr,val_pos_rate,val_pred_mean
1,2.3001298938263854,0.814155906264945,0.28331037072212384,0.07407407407407407,0.5882352941176471,0.00022524999999999995,0.02689873417721519,0.6901018097996712
2,2.111578268207586,0.9038737446197991,0.42528974723105684,0.07538802660753881,0.6470588235294118,7.575000000000001e-05,0.02689873417721519,0.6613014993623276
3,1.952062845606157,0.9540889526542324,0.6455302941456004,0.07785888077858881,0.8823529411764706,1e-06,0.02689873417721519,0.5685898229211592
