epoch,train_loss,val_auc,val_auprc,val_acc,val_f1,challenge_score,epoch_time_sec,lr
1,0.511395,0.45082,0.042179,0.968254,0.0,0.0,12.2,0.00027135
2,0.420836,0.42623,0.040602,0.968254,0.0,0.0,11.8,0.00019635
3,0.418039,0.418033,0.040205,0.968254,0.0,0.0,12.4,0.00010365
4,0.417084,0.409836,0.039829,0.968254,0.0,0.0,12.9,2.865e-05
5,0.417318,0.393443,0.038799,0.968254,0.0,0.0,13.9,0.0
