epoch,loss,auc,auprc,f1,challenge
1,2.8155159950256348,0.8087431693989071,0.1414141414141414,0.08955223880597014,0.0
2,2.32717102766037,0.8032786885245902,0.1392857142857143,0.08955223880597014,0.0
3,2.2380812652409077,0.7978142076502732,0.13333333333333333,0.08955223880597014,0.0
