epoch,train_loss_avg,val_auc,epoch_time_sec,lr
1,0.44628361670051775,0.7650576518860259,1428.2249536514282,0.0002713525491562421
2,0.43861497825059914,0.7928809826003452,1400.6562476158142,0.0001963525491562421
3,0.4219661084516828,0.8588922242144637,1405.9470114707947,0.00010364745084375788
4,0.4084632287743271,0.8820308775040124,1413.3316054344177,2.8647450843757894e-05
5,0.40189785701632125,0.8769640926459429,1406.4344294071198,0.0
