epoch,train_loss,val_auc,val_auprc,val_f1,challenge_score,lr
1,1.894820591285212,0.9249739777450962,0.710798084491423,0.11126248864668484,0.5474683544303798,0.0001
2,1.6820557378727299,0.9369781278750394,0.7148652310796333,0.11013710946280063,0.5474683544303798,0.0001
3,1.9728298384241483,0.8504207211018663,0.23187829688817235,0.10607056760902915,0.25949367088607594,9.990365154573716e-05
4,1.8082490034453256,0.8549536300206162,0.19031575669917286,0.1079407210794072,0.25316455696202533,9.961501876182147e-05
5,1.628113209918509,0.9275392684220777,0.6899872423611138,0.11172161172161173,0.5284810126582279,9.913533761814537e-05
6,1.650699249905246,0.9080987972681669,0.6882808288836583,0.10022779043280182,0.5,9.846666218300808e-05
7,1.6034709044945987,0.9353778431412052,0.7441105781250027,0.11116152450090744,0.5537974683544303,9.761185582727977e-05
8,1.762237829132068,0.9163859620847352,0.6248233314547376,0.10998422357448727,0.49050632911392406,9.657457896300791e-05
