epoch,train_loss,val_auc,val_auprc,val_f1,challenge_score,lr
1,3.1167744621634483,0.4672131147540983,0.05220125786163522,0.06153846153846154,0.0,0.0001
2,2.513622097671032,0.4672131147540984,0.07916666666666666,0.06153846153846154,0.0,0.0001
3,2.4578787609934807,0.45901639344262296,0.07222222222222222,0.06153846153846154,0.0,7.75e-05
4,2.4946077466011047,0.4672131147540984,0.07916666666666666,0.06153846153846154,0.0,3.250000000000001e-05
5,2.455688752233982,0.4672131147540983,0.07250470809792843,0.06153846153846154,0.0,1e-05
