epoch,train_loss,val_auc,val_auprc,val_f1,challenge_score
1,1.3374592401087284,0.5,0.031746031746031744,0.06153846153846154,0.0
2,1.113184954971075,0.5,0.031746031746031744,0.06153846153846154,0.0
3,1.1002293340861797,0.5,0.031746031746031744,0.06153846153846154,0.0
4,1.0627102833241224,0.5,0.031746031746031744,0.06153846153846154,0.0
5,1.0599320102483034,0.5,0.031746031746031744,0.06153846153846154,0.0
6,1.0734118148684502,0.5,0.031746031746031744,0.06153846153846154,0.0
7,1.0518521647900343,0.5,0.031746031746031744,0.06153846153846154,0.0
