epoch,train_loss_avg,val_auc,epoch_time_sec,lr
1,0.6882807144231224,0.8449346755193832,125.98824119567871,0.0002713525491562421
2,0.5534153761171768,0.8219461697722568,109.43771386146545,0.0001963525491562421
3,0.4835885036442934,0.888055972013993,105.95831251144409,0.00010364745084375788
4,0.44224395736910943,0.9074034411365746,103.14305591583252,2.8647450843757894e-05
5,0.4191208692614212,0.9102591561362176,101.72928166389465,0.0
