epoch,train_loss,val_auc,val_auprc,val_f1,challenge_score
1,1.0855077237060446,0.5,0.038747430017396806,0.0746041412911084,0.06938775510204082
2,1.0683053354723857,0.5,0.038747430017396806,0.0746041412911084,0.06938775510204082
3,1.0644099229238668,0.5,0.038747430017396806,0.0746041412911084,0.06938775510204082
4,1.0625165168203032,0.5,0.038747430017396806,0.0746041412911084,0.06938775510204082
5,1.0614910344018882,0.5,0.038747430017396806,0.0746041412911084,0.06938775510204082
6,1.060847536662498,0.5,0.038747430017396806,0.0746041412911084,0.06938775510204082
7,1.0599407093536997,0.5,0.038747430017396806,0.0746041412911084,0.06938775510204082
