epoch,train_loss,val_auc,val_auprc,val_f1,challenge_score,lr
1,3.5030637234449387,0.0,0.0,0.06153846153846154,0.0,0.0001
2,2.535902552306652,0.0,0.0,0.06153846153846154,0.0,1e-05
