epoch,train_loss,val_auc,val_auprc,val_f1,challenge_score,lr
1,4.057399831712246,0.4316939890710382,0.05710784313725491,0.08955223880597014,0.0,0.0002
2,2.2641834504902363,0.8688524590163934,0.23660130718954248,0.08955223880597014,0.3333333333333333,0.000105
3,2.2705730944871902,0.8907103825136612,0.3074074074074074,0.08955223880597014,0.3333333333333333,1e-05
